work_order_id,turnaround_id,unit,discipline,job_type,work_category,on_critical_path,contractor,planned_start,planned_finish,actual_start,actual_finish,planned_hours,actual_hours,crew_size,planned_cost,actual_cost,material_cost_planned,material_cost_actual,material_ready_on_time,rework_flag,safety_standdown_hours,primary_delay_reason
WO-00671,TAR-2024-COK,Delayed Coker Unit,Piping,Replacement,Discovery,N,Delta Mechanical Ltd,2024-03-18,2024-03-23,2024-03-19,2024-03-31,95.1,221.2,8,13340.0,27560.0,3614.0,4938.0,N,N,0.0,Scope Growth / Discovery
WO-00672,TAR-2024-COK,Delayed Coker Unit,Catalyst Handling,Inspection,Discovery,N,Apex Turnaround Services,2024-04-12,2024-04-18,2024-04-12,2024-04-20,71.6,93.1,11,11083.0,13704.0,3740.0,4156.0,N,N,0.0,Scope Growth / Discovery
WO-00673,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Inspection,Planned,N,Delta Mechanical Ltd,2024-04-04,2024-04-21,2024-04-04,2024-04-28,151.4,213.0,11,27853.0,36075.0,7645.0,7645.0,Y,N,0.0,Inspection Hold
WO-00674,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Repair,Planned,N,Delta Mechanical Ltd,2024-03-24,2024-04-17,2024-03-24,2024-04-26,404.1,551.8,10,65600.0,84243.0,14596.0,14596.0,Y,Y,0.0,Rework / Quality
WO-00675,TAR-2024-COK,Delayed Coker Unit,Insulation,Replacement,Discovery,N,In-House Maintenance,2024-03-18,2024-03-21,2024-03-19,2024-03-23,50.7,59.3,9,4509.0,5095.0,1053.0,1053.0,Y,N,0.0,Scope Growth / Discovery
WO-00676,TAR-2024-COK,Delayed Coker Unit,Valves,Overhaul,Planned,N,In-House Maintenance,2024-03-27,2024-04-01,2024-03-27,2024-04-01,70.5,77.3,13,10966.0,11701.0,3349.0,3349.0,Y,N,11.2,Safety Stand-down
WO-00677,TAR-2024-COK,Delayed Coker Unit,Electrical,Inspection,Discovery,N,Sterling TAR Contractors,2024-03-31,2024-04-11,2024-04-01,2024-04-19,103.8,171.5,6,14660.0,23237.0,1509.0,1509.0,Y,N,0.0,Scope Growth / Discovery
WO-00678,TAR-2024-COK,Delayed Coker Unit,Electrical,Repair,Planned,N,In-House Maintenance,2024-04-20,2024-04-22,2024-04-20,2024-04-22,36.6,35.5,7,5450.0,5311.0,835.0,835.0,Y,N,0.0,On Plan
WO-00679,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Repair,Emergent,N,Sterling TAR Contractors,2024-03-26,2024-04-04,2024-03-26,2024-04-06,166.2,195.2,13,25400.0,29083.0,4288.0,4288.0,Y,N,0.0,Scope Growth / Discovery
WO-00680,TAR-2024-COK,Delayed Coker Unit,Insulation,Replacement,Planned,N,In-House Maintenance,2024-04-07,2024-04-18,2024-04-07,2024-04-18,175.3,174.9,2,15532.0,15504.0,3334.0,3334.0,Y,N,0.0,On Plan
WO-00681,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Replacement,Discovery,N,Sterling TAR Contractors,2024-04-13,2024-05-03,2024-04-14,2024-05-23,246.3,484.8,13,32359.0,61144.0,3266.0,3880.0,N,N,0.0,Scope Growth / Discovery
WO-00682,TAR-2024-COK,Delayed Coker Unit,Valves,Cleaning,Emergent,N,In-House Maintenance,2024-04-22,2024-04-25,2024-04-22,2024-04-26,47.7,56.1,3,5727.0,6633.0,584.0,584.0,Y,N,0.0,Scope Growth / Discovery
WO-00683,TAR-2024-COK,Delayed Coker Unit,Electrical,Repair,Planned,N,Delta Mechanical Ltd,2024-04-28,2024-05-07,2024-04-28,2024-05-12,80.9,122.0,9,11691.0,16933.0,1372.0,1372.0,Y,Y,0.0,Rework / Quality
WO-00684,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Cleaning,Planned,N,Northgate Industrial,2024-03-24,2024-03-30,2024-03-24,2024-03-31,59.3,68.0,9,9777.0,11089.0,835.0,835.0,Y,N,0.0,Labor Productivity
WO-00685,TAR-2024-COK,Delayed Coker Unit,Catalyst Handling,Repair,Planned,N,Sterling TAR Contractors,2024-04-23,2024-04-29,2024-04-24,2024-05-02,94.1,127.1,10,13700.0,17791.0,4226.0,4994.0,N,N,0.0,Material Delay
WO-00686,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,Sterling TAR Contractors,2024-04-27,2024-04-29,2024-04-28,2024-04-30,36.7,38.5,10,4196.0,4367.0,716.0,716.0,Y,N,0.0,On Plan
WO-00687,TAR-2024-COK,Delayed Coker Unit,Civil,Replacement,Planned,N,Delta Mechanical Ltd,2024-03-25,2024-04-01,2024-03-25,2024-04-03,87.7,112.6,4,10414.0,12468.0,3182.0,3182.0,Y,N,0.0,Labor Productivity
WO-00688,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Overhaul,Planned,Y,Apex Turnaround Services,2024-04-13,2024-04-19,2024-04-14,2024-04-21,113.24255364733901,132.2,5,18231.0,20601.0,4070.0,4070.0,Y,N,0.0,Labor Productivity
WO-00689,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Repair,Planned,N,Sterling TAR Contractors,2024-03-18,2024-03-25,2024-03-18,2024-03-28,95.8,135.1,3,14176.0,19870.0,1188.0,1555.0,N,N,0.0,Material Delay
WO-00690,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Inspection,Discovery,N,Northgate Industrial,2024-03-20,2024-03-27,2024-03-21,2024-03-30,130.4,167.7,4,19792.0,24115.0,4680.0,4680.0,Y,N,0.0,Scope Growth / Discovery
WO-00691,TAR-2024-COK,Delayed Coker Unit,Electrical,Overhaul,Planned,N,Delta Mechanical Ltd,2024-03-22,2024-03-30,2024-03-22,2024-04-02,81.5,117.1,3,11136.0,15674.0,746.0,746.0,Y,N,0.0,Inspection Hold
WO-00692,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Repair,Planned,N,In-House Maintenance,2024-03-22,2024-03-24,2024-03-22,2024-03-24,39.6,42.1,5,5833.0,6156.0,710.0,710.0,Y,N,0.0,Labor Productivity
WO-00693,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Cleaning,Planned,N,Apex Turnaround Services,2024-03-27,2024-04-01,2024-03-28,2024-04-03,49.2,63.3,9,8022.0,10062.0,904.0,904.0,Y,N,0.0,Permit / Isolation Wait
WO-00694,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Cleaning,Discovery,N,Delta Mechanical Ltd,2024-04-22,2024-04-24,2024-04-23,2024-04-27,23.6,51.7,9,4062.0,7764.0,1235.0,1571.0,N,N,0.0,Scope Growth / Discovery
WO-00695,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Overhaul,Discovery,N,Northgate Industrial,2024-03-27,2024-04-13,2024-03-28,2024-04-28,194.5,353.4,6,33620.0,57945.0,5173.0,6258.0,N,N,0.0,Scope Growth / Discovery
WO-00696,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Repair,Planned,N,Apex Turnaround Services,2024-03-27,2024-04-05,2024-03-27,2024-04-09,181.9,263.0,8,32880.0,44691.0,6388.0,6388.0,Y,N,0.0,Permit / Isolation Wait
WO-00697,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Replacement,Discovery,N,Northgate Industrial,2024-04-14,2024-04-28,2024-04-14,2024-05-04,247.2,345.6,3,40924.0,55096.0,5320.0,5320.0,Y,N,7.5,Scope Growth / Discovery
WO-00698,TAR-2024-COK,Delayed Coker Unit,Valves,Repair,Planned,Y,Apex Turnaround Services,2024-04-29,2024-05-03,2024-04-30,2024-05-05,69.00241476826687,86.5,5,10610.0,12504.0,3140.0,3140.0,Y,N,0.0,Labor Productivity
WO-00699,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Replacement,Planned,N,In-House Maintenance,2024-03-23,2024-04-02,2024-03-24,2024-04-03,91.3,94.1,12,9192.0,9388.0,2812.0,2812.0,Y,N,0.0,On Plan
WO-00700,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Inspection,Planned,N,Delta Mechanical Ltd,2024-03-30,2024-04-03,2024-03-31,2024-04-06,72.6,105.5,3,11648.0,16219.0,1562.0,1562.0,Y,N,0.0,Permit / Isolation Wait
WO-00701,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Inspection,Planned,N,Delta Mechanical Ltd,2024-03-21,2024-03-31,2024-03-21,2024-04-03,166.1,209.8,12,18806.0,21820.0,7350.0,7350.0,Y,N,0.0,Permit / Isolation Wait
WO-00702,TAR-2024-COK,Delayed Coker Unit,Piping,Replacement,Planned,N,In-House Maintenance,2024-04-07,2024-04-09,2024-04-07,2024-04-09,20.5,20.8,8,2417.0,2446.0,469.0,469.0,Y,N,0.0,On Plan
WO-00703,TAR-2024-COK,Delayed Coker Unit,Piping,Inspection,Discovery,N,Delta Mechanical Ltd,2024-03-18,2024-03-24,2024-03-19,2024-03-28,104.1,150.1,7,12974.0,17743.0,3494.0,4074.0,N,N,0.0,Scope Growth / Discovery
WO-00704,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Emergent,N,Delta Mechanical Ltd,2024-04-04,2024-04-09,2024-04-05,2024-04-21,61.5,201.6,10,9136.0,23956.0,3060.0,4037.0,N,N,0.0,Scope Growth / Discovery
WO-00705,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Northgate Industrial,2024-04-12,2024-04-15,2024-04-12,2024-04-17,58.9,91.8,6,8211.0,12651.0,806.0,1109.0,N,N,0.0,Material Delay
WO-00706,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Replacement,Emergent,N,Delta Mechanical Ltd,2024-03-29,2024-04-02,2024-03-29,2024-04-06,39.3,76.7,11,4328.0,7125.0,1390.0,1390.0,Y,N,0.0,Scope Growth / Discovery
WO-00707,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Overhaul,Emergent,N,Delta Mechanical Ltd,2024-04-28,2024-05-03,2024-04-29,2024-05-11,73.2,175.0,13,12127.0,25502.0,2510.0,2510.0,Y,N,0.0,Scope Growth / Discovery
WO-00708,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Overhaul,Discovery,N,Apex Turnaround Services,2024-03-30,2024-04-03,2024-03-30,2024-04-07,49.5,92.9,8,8118.0,14715.0,903.0,1173.0,N,N,0.0,Scope Growth / Discovery
WO-00709,TAR-2024-COK,Delayed Coker Unit,Piping,Cleaning,Planned,N,Delta Mechanical Ltd,2024-04-22,2024-04-27,2024-04-23,2024-04-29,78.3,100.7,12,9954.0,12062.0,2587.0,2587.0,Y,N,0.0,Permit / Isolation Wait
WO-00710,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Repair,Planned,N,Northgate Industrial,2024-03-24,2024-04-03,2024-03-24,2024-04-04,109.3,121.8,11,8614.0,9459.0,1223.0,1223.0,Y,N,0.0,Permit / Isolation Wait
WO-00711,TAR-2024-COK,Delayed Coker Unit,Piping,Cleaning,Planned,N,Apex Turnaround Services,2024-04-03,2024-04-10,2024-04-04,2024-04-11,94.1,87.3,5,11446.0,10803.0,2541.0,2541.0,Y,N,0.0,On Plan
WO-00712,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,In-House Maintenance,2024-04-15,2024-04-20,2024-04-16,2024-04-23,76.1,101.1,3,11019.0,13356.0,3906.0,3906.0,Y,N,7.3,Safety Stand-down
WO-00713,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Repair,Emergent,N,Delta Mechanical Ltd,2024-04-23,2024-04-30,2024-04-24,2024-05-13,75.3,208.5,12,10131.0,27100.0,538.0,538.0,Y,N,0.0,Scope Growth / Discovery
WO-00714,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Replacement,Planned,N,Delta Mechanical Ltd,2024-04-07,2024-04-17,2024-04-08,2024-04-19,107.1,115.1,12,16790.0,17762.0,3777.0,3777.0,Y,N,0.0,Inspection Hold
WO-00715,TAR-2024-COK,Delayed Coker Unit,Valves,Cleaning,Planned,N,Northgate Industrial,2024-04-06,2024-04-09,2024-04-07,2024-04-10,55.7,55.8,12,8606.0,8617.0,2464.0,2464.0,Y,N,0.0,On Plan
WO-00716,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Cleaning,Emergent,N,Delta Mechanical Ltd,2024-04-18,2024-05-01,2024-04-19,2024-05-13,173.0,314.8,7,27221.0,46534.0,5191.0,6447.0,N,N,0.0,Scope Growth / Discovery
WO-00717,TAR-2024-COK,Delayed Coker Unit,Valves,Repair,Discovery,N,In-House Maintenance,2024-04-25,2024-05-04,2024-04-26,2024-05-08,143.1,195.1,8,18402.0,25133.0,3059.0,4214.0,N,N,0.0,Scope Growth / Discovery
WO-00718,TAR-2024-COK,Delayed Coker Unit,Insulation,Inspection,Discovery,N,In-House Maintenance,2024-04-02,2024-04-09,2024-04-02,2024-04-15,85.3,158.4,5,9594.0,14940.0,3584.0,3780.0,N,N,0.0,Scope Growth / Discovery
WO-00719,TAR-2024-COK,Delayed Coker Unit,Civil,Inspection,Planned,N,Sterling TAR Contractors,2024-04-28,2024-05-18,2024-04-28,2024-05-22,175.2,211.9,4,20885.0,23898.0,6503.0,6503.0,Y,N,0.0,Labor Productivity
WO-00720,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Replacement,Planned,N,In-House Maintenance,2024-04-16,2024-04-18,2024-04-16,2024-04-18,32.0,34.3,13,3039.0,3192.0,910.0,910.0,Y,N,0.0,Labor Productivity
WO-00721,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Replacement,Planned,Y,Delta Mechanical Ltd,2024-04-04,2024-05-01,2024-04-04,2024-05-26,361.2606854303468,689.4,4,66142.0,116702.0,13436.0,16121.0,N,N,0.0,Material Delay
WO-00722,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Replacement,Discovery,N,Sterling TAR Contractors,2024-04-19,2024-04-21,2024-04-20,2024-04-23,36.4,52.9,9,5773.0,8306.0,1219.0,1688.0,N,N,0.0,Scope Growth / Discovery
WO-00723,TAR-2024-COK,Delayed Coker Unit,Insulation,Overhaul,Planned,N,Apex Turnaround Services,2024-03-26,2024-04-02,2024-03-27,2024-04-06,116.5,161.2,11,11890.0,15023.0,3724.0,3724.0,Y,N,0.0,Labor Productivity
WO-00724,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,Sterling TAR Contractors,2024-04-26,2024-04-30,2024-04-26,2024-05-01,61.0,82.5,10,7518.0,9679.0,1388.0,1388.0,Y,N,0.0,Labor Productivity
WO-00725,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,Apex Turnaround Services,2024-03-23,2024-03-29,2024-03-23,2024-03-30,87.2,94.7,9,12668.0,13359.0,4642.0,4642.0,Y,N,0.0,Labor Productivity
WO-00726,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Repair,Emergent,N,In-House Maintenance,2024-03-25,2024-03-29,2024-03-26,2024-04-03,58.5,121.6,7,10177.0,18630.0,2946.0,3600.0,N,N,0.0,Scope Growth / Discovery
WO-00727,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Replacement,Planned,Y,Apex Turnaround Services,2024-04-17,2024-04-25,2024-04-18,2024-04-27,76.82658332056822,91.0,5,10852.0,12634.0,1192.0,1192.0,Y,N,0.0,Permit / Isolation Wait
WO-00728,TAR-2024-COK,Delayed Coker Unit,Insulation,Repair,Discovery,N,Apex Turnaround Services,2024-04-08,2024-04-12,2024-04-08,2024-04-16,84.3,164.0,10,8212.0,13883.0,2214.0,2214.0,Y,N,0.0,Scope Growth / Discovery
WO-00729,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Emergent,N,Delta Mechanical Ltd,2024-04-17,2024-04-20,2024-04-17,2024-04-24,26.6,61.5,9,3471.0,6807.0,1000.0,1094.0,N,N,0.0,Scope Growth / Discovery
WO-00730,TAR-2024-COK,Delayed Coker Unit,Piping,Cleaning,Discovery,N,Apex Turnaround Services,2024-04-29,2024-05-09,2024-04-30,2024-05-16,107.1,170.0,2,14392.0,20586.0,3845.0,3845.0,Y,N,0.0,Scope Growth / Discovery
WO-00731,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Repair,Planned,N,Northgate Industrial,2024-04-17,2024-04-19,2024-04-18,2024-04-20,32.3,35.8,10,6339.0,6869.0,1440.0,1440.0,Y,N,0.0,Permit / Isolation Wait
WO-00732,TAR-2024-COK,Delayed Coker Unit,Valves,Cleaning,Planned,N,Apex Turnaround Services,2024-04-29,2024-05-03,2024-04-30,2024-05-06,51.6,83.7,12,6634.0,10620.0,570.0,784.0,N,N,0.0,Material Delay
WO-00733,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Replacement,Planned,N,Delta Mechanical Ltd,2024-03-31,2024-04-06,2024-04-01,2024-04-09,70.1,97.6,4,12659.0,16625.0,2548.0,2548.0,Y,N,0.0,Inspection Hold
WO-00734,TAR-2024-COK,Delayed Coker Unit,Electrical,Overhaul,Emergent,N,Northgate Industrial,2024-04-20,2024-04-28,2024-04-21,2024-04-30,157.4,177.8,13,28079.0,30818.0,6950.0,6950.0,Y,N,0.0,Scope Growth / Discovery
WO-00735,TAR-2024-COK,Delayed Coker Unit,Insulation,Repair,Planned,N,Northgate Industrial,2024-04-15,2024-04-23,2024-04-15,2024-04-24,108.0,119.9,10,9200.0,10057.0,1422.0,1422.0,Y,N,0.0,Permit / Isolation Wait
WO-00736,TAR-2024-COK,Delayed Coker Unit,Catalyst Handling,Replacement,Discovery,N,Sterling TAR Contractors,2024-04-07,2024-04-13,2024-04-08,2024-04-18,64.8,107.0,11,7248.0,11501.0,718.0,718.0,Y,N,0.0,Scope Growth / Discovery
WO-00737,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,Delta Mechanical Ltd,2024-04-12,2024-04-15,2024-04-13,2024-04-18,43.5,69.3,12,4883.0,7473.0,851.0,1049.0,N,N,0.0,Material Delay
WO-00738,TAR-2024-COK,Delayed Coker Unit,Valves,Cleaning,Emergent,N,Sterling TAR Contractors,2024-04-22,2024-05-06,2024-04-23,2024-05-13,211.7,297.1,8,26119.0,35540.0,2765.0,2765.0,Y,N,7.0,Scope Growth / Discovery
WO-00739,TAR-2024-COK,Delayed Coker Unit,Catalyst Handling,Cleaning,Discovery,N,In-House Maintenance,2024-03-22,2024-03-28,2024-03-23,2024-04-01,99.0,150.0,7,15171.0,21817.0,4867.0,6205.0,N,N,0.0,Scope Growth / Discovery
WO-00740,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Cleaning,Emergent,N,Northgate Industrial,2024-04-01,2024-04-06,2024-04-01,2024-04-14,74.2,188.8,2,11372.0,26298.0,2165.0,2872.0,N,N,0.0,Scope Growth / Discovery
WO-00741,TAR-2024-COK,Delayed Coker Unit,Valves,Inspection,Planned,N,Sterling TAR Contractors,2024-04-07,2024-04-12,2024-04-08,2024-04-15,62.7,87.5,6,10123.0,14076.0,2796.0,3851.0,N,N,0.0,Material Delay
WO-00742,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Overhaul,Planned,N,Sterling TAR Contractors,2024-04-09,2024-04-20,2024-04-10,2024-04-25,93.7,129.3,9,15679.0,20277.0,3577.0,3577.0,Y,N,0.0,Inspection Hold
WO-00743,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Replacement,Planned,N,In-House Maintenance,2024-04-24,2024-05-04,2024-04-24,2024-05-06,164.9,190.7,12,31016.0,34604.0,8083.0,8083.0,Y,N,0.0,Permit / Isolation Wait
WO-00744,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Inspection,Discovery,N,Northgate Industrial,2024-04-08,2024-04-17,2024-04-09,2024-05-04,125.8,353.0,13,19434.0,48765.0,3882.0,5127.0,N,N,0.0,Scope Growth / Discovery
WO-00745,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Overhaul,Planned,N,Delta Mechanical Ltd,2024-04-16,2024-04-18,2024-04-16,2024-04-20,41.5,73.7,11,4351.0,6828.0,1389.0,1568.0,N,N,7.9,Material Delay
WO-00746,TAR-2024-COK,Delayed Coker Unit,Valves,Repair,Planned,N,In-House Maintenance,2024-04-26,2024-05-02,2024-04-26,2024-05-03,54.4,63.2,6,8633.0,9625.0,2499.0,2499.0,Y,N,9.8,Safety Stand-down
WO-00747,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Cleaning,Discovery,N,Delta Mechanical Ltd,2024-04-16,2024-04-21,2024-04-17,2024-04-26,78.6,134.8,12,6167.0,10049.0,738.0,738.0,Y,N,0.0,Scope Growth / Discovery
WO-00748,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Overhaul,Planned,Y,Delta Mechanical Ltd,2024-04-02,2024-04-10,2024-04-03,2024-04-13,131.8182263907344,168.3,12,23605.0,29061.0,3892.0,3892.0,Y,N,10.2,Safety Stand-down
WO-00749,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Replacement,Planned,N,Sterling TAR Contractors,2024-04-14,2024-04-29,2024-04-14,2024-05-03,153.5,191.9,11,26904.0,32246.0,5553.0,5553.0,Y,N,2.9,Safety Stand-down
WO-00750,TAR-2024-COK,Delayed Coker Unit,Piping,Replacement,Planned,N,Apex Turnaround Services,2024-04-29,2024-05-24,2024-04-29,2024-05-30,248.2,312.1,10,29751.0,36061.0,5242.0,5242.0,Y,N,0.0,Labor Productivity
WO-00751,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,In-House Maintenance,2024-04-08,2024-04-14,2024-04-08,2024-04-14,53.1,50.4,3,7107.0,6863.0,2308.0,2308.0,Y,N,0.0,On Plan
WO-00752,TAR-2024-COK,Delayed Coker Unit,Electrical,Overhaul,Discovery,N,Apex Turnaround Services,2024-04-29,2024-05-22,2024-04-29,2024-06-12,206.8,396.7,12,36251.0,60659.0,9670.0,9670.0,Y,N,0.0,Scope Growth / Discovery
WO-00753,TAR-2024-COK,Delayed Coker Unit,Piping,Inspection,Planned,N,Apex Turnaround Services,2024-04-23,2024-04-27,2024-04-23,2024-04-28,62.3,72.5,4,8051.0,9074.0,1799.0,1799.0,Y,N,0.0,Labor Productivity
WO-00754,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Repair,Planned,N,Apex Turnaround Services,2024-04-25,2024-05-05,2024-04-25,2024-05-09,151.3,204.6,12,21564.0,28289.0,2476.0,2476.0,Y,N,9.3,Safety Stand-down
WO-00755,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Inspection,Planned,N,In-House Maintenance,2024-04-24,2024-05-19,2024-04-24,2024-05-27,286.1,378.7,4,47933.0,61436.0,6215.0,6215.0,Y,N,0.0,Permit / Isolation Wait
WO-00756,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Cleaning,Planned,N,Apex Turnaround Services,2024-04-18,2024-04-23,2024-04-19,2024-04-24,102.8,106.3,7,17515.0,18028.0,2440.0,2440.0,Y,N,0.0,On Plan
WO-00757,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Replacement,Discovery,N,Northgate Industrial,2024-04-01,2024-04-10,2024-04-01,2024-04-26,162.2,443.1,6,25158.0,65778.0,1873.0,2166.0,N,N,0.0,Scope Growth / Discovery
WO-00758,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Inspection,Planned,N,Delta Mechanical Ltd,2024-04-24,2024-05-06,2024-04-25,2024-05-09,103.2,123.5,6,17946.0,20976.0,2542.0,2542.0,Y,N,0.0,Labor Productivity
WO-00759,TAR-2024-COK,Delayed Coker Unit,Scaffolding,Cleaning,Emergent,N,Apex Turnaround Services,2024-04-26,2024-05-21,2024-04-27,2024-06-21,316.3,693.0,5,26295.0,54840.0,2759.0,3275.0,N,N,0.0,Scope Growth / Discovery
WO-00760,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Overhaul,Planned,N,Sterling TAR Contractors,2024-04-29,2024-05-10,2024-04-30,2024-05-12,102.5,111.0,5,19855.0,21110.0,4726.0,4726.0,Y,N,0.0,Permit / Isolation Wait
WO-00761,TAR-2024-COK,Delayed Coker Unit,Catalyst Handling,Repair,Planned,N,Apex Turnaround Services,2024-04-13,2024-04-17,2024-04-14,2024-04-19,68.6,82.5,3,10187.0,11681.0,2817.0,2817.0,Y,Y,0.0,Rework / Quality
WO-00762,TAR-2024-COK,Delayed Coker Unit,Piping,Repair,Planned,N,Apex Turnaround Services,2024-04-17,2024-04-27,2024-04-18,2024-04-29,148.8,169.9,11,22355.0,24409.0,7872.0,7872.0,Y,N,0.0,Inspection Hold
WO-00763,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Delta Mechanical Ltd,2024-04-09,2024-04-13,2024-04-10,2024-04-15,38.2,49.9,13,5192.0,6692.0,293.0,293.0,Y,N,0.0,Inspection Hold
WO-00764,TAR-2024-COK,Delayed Coker Unit,Piping,Inspection,Planned,N,In-House Maintenance,2024-04-13,2024-04-25,2024-04-14,2024-04-26,184.3,155.4,10,24071.0,21179.0,5628.0,5628.0,Y,N,0.0,On Plan
WO-00765,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Replacement,Discovery,N,In-House Maintenance,2024-03-19,2024-03-27,2024-03-20,2024-04-06,96.7,205.3,6,14768.0,28639.0,3421.0,4548.0,N,N,0.0,Scope Growth / Discovery
WO-00766,TAR-2024-COK,Delayed Coker Unit,Inspection/NDT,Cleaning,Planned,Y,Sterling TAR Contractors,2024-04-23,2024-04-25,2024-04-24,2024-04-26,22.700351780437597,23.7,8,3807.0,3966.0,198.0,198.0,Y,N,0.0,On Plan
WO-00767,TAR-2024-COK,Delayed Coker Unit,Valves,Cleaning,Planned,N,In-House Maintenance,2024-04-09,2024-04-12,2024-04-10,2024-04-13,56.0,62.0,12,7280.0,7935.0,1167.0,1167.0,Y,N,0.0,Labor Productivity
WO-00768,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Inspection,Planned,N,Sterling TAR Contractors,2024-03-28,2024-04-11,2024-03-29,2024-04-20,247.9,395.4,2,41184.0,62951.0,6975.0,8388.0,N,N,0.0,Material Delay
WO-00769,TAR-2024-COK,Delayed Coker Unit,Valves,Repair,Planned,N,Northgate Industrial,2024-04-13,2024-04-19,2024-04-14,2024-04-20,95.8,95.4,6,14923.0,14880.0,4858.0,4858.0,Y,N,0.0,On Plan
WO-00770,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Northgate Industrial,2024-03-26,2024-03-28,2024-03-26,2024-03-28,40.9,44.0,4,5383.0,5748.0,567.0,567.0,Y,N,0.0,Inspection Hold
WO-00771,TAR-2024-COK,Delayed Coker Unit,Mechanical (Static/Vessels),Overhaul,Planned,N,In-House Maintenance,2024-04-29,2024-05-25,2024-04-30,2024-05-28,485.9,518.8,5,74974.0,78759.0,19074.0,19074.0,Y,N,0.0,Labor Productivity
WO-00772,TAR-2024-COK,Delayed Coker Unit,Electrical,Cleaning,Discovery,N,In-House Maintenance,2024-04-18,2024-05-05,2024-04-19,2024-05-11,158.7,207.8,4,28120.0,35281.0,7954.0,8876.0,N,N,0.0,Scope Growth / Discovery
WO-00773,TAR-2024-COK,Delayed Coker Unit,Mechanical (Rotating),Cleaning,Emergent,N,Northgate Industrial,2024-03-30,2024-04-20,2024-03-30,2024-05-05,283.7,487.7,5,49131.0,80645.0,9252.0,12090.0,N,N,0.0,Scope Growth / Discovery
WO-00774,TAR-2024-COK,Delayed Coker Unit,Instrumentation,Inspection,Planned,N,In-House Maintenance,2024-04-16,2024-04-29,2024-04-16,2024-04-29,131.9,126.3,12,21118.0,20425.0,4794.0,4794.0,Y,N,9.9,On Plan
